text;ground_truth;found;phrases_found;out_of
Well over 90 percent of felony cases all over the nation are committed by defendants who grew up in father-absent households;0.25;0.0432881731736946;6;19
For his first interview as president Barack Obama chose Arab TV for an apology;0.25;0.0052998808129216535;4;12
Georgia is on track for 1200 traffic fatalities this year a reversal of nine years of declines;1.0;1.0;1;15
More businesses are closing than opening in Virginia today;0.0;-1;0;7
We have record numbers of people living in poverty;0.5;0.9314632950725921;4;7
Obama served on a board with former Weather Underground member William Ayers and that relationship with Mr. Ayers on this board continued after 9/11;1.0;-1;0;22
Says Obama broke his promise to offer a comprehensive immigration bill in his first year;1.0;0.996452370355424;8;13
The media wont publish a real photo of Trayvon Martin with tattoos on his face;0.0;-1;0;13
Rand Paul supports Obamas negotiations with Iran;0.25;-1;0;5
For Social Security which is projected to remain solvent through 2033 Whitehouse has cosponsored a bill that would extend the life of the program by an additional 75 years;0.75;0.08077278698273549;8;27
A single parent with a couple kids can easily get $35000 a year in public assistance in Wisconsin;0.25;0.02446062058192977;2;16
Police in the United States are allowed to use tear gas even though it has been classified as a chemical weapon and banned in international conflict since 1993;0.75;0.7624536246130578;7;26
Says Hillary Clinton viciously attacked women abused by Bill Clinton;0.25;0.0;2;8
A letter from BP to the Minerals Management Service actually recommends improvements and specific recommendations around safety regulations should they choose to change them;0.25;1.0;3;22
We passed without frankly the help of the Republican caucus we passed 25 tax cuts last year mostly aimed at the middle class and small businesses;1.0;0.0052998808129216535;4;24
Under the Iran deal: If Israel attacks Iran were supposed to be on Irans side;0.0;0.002907502734421419;3;13
Nobody suffered any lasting injuries from the CIA interrogation program;0.0;-1;0;8
Im not one for name calling;0.0;-1;0;4
Says Sen. Pat Toomey even tried to shut down the federal government in order to eliminate funding for Planned Parenthood;0.25;0.8707058432429443;9;18
Wisconsin has one of the most progressive tax codes in the country;0.75;0.9482375225314149;4;10
During the year Kagan barred military recruiters from Harvard Law Schools Office of Career Services military recruiting actually went up;0.5;0.02509917125600092;2;18
ISIS reaches about 100 million people a day through social media;0.5;0.969714545556083;2;9
Texas added more jobs in 2010 than any other state;1.0;0.8872092873909276;5;8
In the primary election a right-wing group spent more than $100000000 to support Supreme Court Justice Rebecca Bradley;0.0;0.30283244512979446;5;16
Brendan Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960 with no regard for the challenges it would cause for people working in physically demanding occupations;0.0;0.001791540297801264;7;31
Says Sam Houston opposed slavery and as governor said Texas should not leave the union over slavery;0.5;1.0;1;15
Our national debt is as low as it has been since World War II;0.0;0.8508287091465775;8;12
Every time the people from Newport Tent work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent;1.0;0.11410742419908582;6;30
Debbie Jackow unlike her opponent WILL NOT de-fund the 20/20 land program;0.0;-1;0;10
The average age a child is trafficked into the commercial sex trade industry is between 11 and 14 years old;0.5;1.0;1;18
Says 99 percent of the time police officers arent charged when they kill young people of color;0.5;0.9482375225314149;4;15
Six justices on the U.S. Supreme Court have been confirmed in presidential election years since 1912;1.0;0.9999455139831264;14;14
Property taxes are now 18% higher than whenMark Sharpefirst took office;0.0;-1;0;9
The minimum number of infrastructure needs in Atlanta is $900 million;1.0;1.0;1;9
The firefighter and police officer pension system is not headed for bankruptcy far from it. Thats because New Jersey first responders  fire fighters and police officers  have never missed making payments to the retirement system;0.5;1.0;1;33
The truth was revealed there in that report that showed there was no unlawful or unethical activity on my part;0.0;0.0;1;18
Says Donald Trump said he intends to open up additional areas off the coast to oil drilling during the campaign;0.75;0.8872092873909276;5;18
Here are the stats: Per population we kill each other with guns at a rate 297x more than Japan 49x more than France 33x more than Israel;0.75;1.0;1;25
Students today take more years to get through college;0.25;1.0;1;7
Says Rick Perry flip-flopped on gay marriage by first saying it was a states rights issue and then saying he was in favor of a federal constitutional amendment banning gay marriage;0.25;0.022987276456276073;9;29
Congress decision to spend less around the world on embassy security contributed to tragedies like Benghazi;0.25;1.0;1;14
The United States is about 100th in voter turnout among the industrialized nations and Texas is near the bottom in terms of voter registration and voter turnout;0.75;0.906638566961047;8;25
Under Barack Obamas plan the government would spend $1-trillion more;0.5;0.02509917125600092;2;8
In 2011 NJ economy ranked 47that the bottom with Alabama Mississippi Wyoming. Under Christie NJ is falling behind;0.75;-1;0;16
Theres never been a U.S. Supreme Court vacancy in the last I think 30 years lasting longer than 237 days;1.0;0.9771268526121949;6;18
Nearly 60% of all occupants of HUD properties in U.S. are illegals;0.0;-1;0;10
Oregon families pay an extra $1400 a year on higher insurance premiums to cover those who do not have insurance;0.75;0.9482375225314149;4;18
As soon as Chris Christie was governor he gave tax cuts to millionaires;0.5;0.02509917125600092;2;11
Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales;1.0;0.9988160292237032;3;15
Over 80 percent of our trade deficit today is with countries that are not trade agreement partners that are not level playing fields for the United States;0.75;0.8657204930162608;8;25
Says Ken Cuccinelli wants to eliminate all forms of birth control;0.0;0.0004975316897044557;5;9
A bill that would halt the EPA from regulating greenhouse gases would help stop rising gas prices;0.0;0.0;2;15
The measles vaccine has killed 108 people in the last decade while no one has died of measles;0.0;0.30283244512979446;5;16
For our next two years in my state we will end with a structural surplus of $499 million;0.75;0.11410742419908593;3;16
In Virginia there has been a billion dollars in surplus over the last three years. The legislature has spent less than 1 percent of that on roads;0.0;0.5689080387218054;10;25
Virginia women earnonly 79 cents to each dollar earned by me;0.75;0.0;1;9
Says oil productions down where Obamas in charge;0.5;-1;0;6
Every other major country has family paid leave;0.75;1.0;1;6
Says a picture he posted on Facebook of a man posing in front of five decapitated human heads is one of the subhuman mongrels our president set free;0.0;0.02509917125600092;4;26
Says that during President Barack Obamas tenure the United States has created 15 million new jobs;0.5;0.16508928159433345;7;14
The national debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year;0.0;0.9482375225314149;4;18
President Barack Obama ordered our military to enlist illegal aliens;0.25;0.0;1;8
A government panel that didnt include cancer specialists says women shouldnt receive mammograms until age 50If government takes over health care recommendations like these could become the law for all kinds of diseases;0.0;0.9984323498467209;2;31
This governor has cut funding repeatedly for people who have AIDS who need drugs to save their life;0.75;0.2166699244268926;4;16
We have dozens of districts that go for 150 to 200 miles splitting counties splintering cities and connecting areas that have very little in common;0.75;-1;0;23
Congress gave an unelected board the power to deny care to seniors;0.5;0.002791138408915206;3;10
I never said I was on the Falkland Islands;0.5;0.00033176764787656854;3;7
My state of Florida is now the third-largest state. We have surpassed New York in population;0.25;0.06616129930136194;5;14
The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare  30% support the law and 57% oppose it;0.5;0.9482375225314149;2;17
Says Wisconsin Senate recall candidate Jessica King voted to increase her pay with taxpayer dollars by 63 percent;0.0;0.0;1;16
